breed,breed_size,sex,age,weight_lbs,spay_neuter_status,daily_activity_level,diet,food_brand,daily_walk_distance_miles,other_pets_in_household,medications,seizures,hours_of_sleep,play_time_hrs,owner_activity_level,annual_vet_visits,average_temperature_f,healthy
Doberman,Large,Female,9,62,Spayed,Active,Hard food,Iams,5,No,Yes,No,12,1,Active,1,53,Yes
Chihuahua,Small,Male,6,51,None,None,Home cooked,Special,1,Yes,Yes,Yes,12,1,Active,1,30,No
Doberman,Large,Male,13,54,Spayed,Low,Wet food,Iams,0,Yes,Yes,No,12,1,Very Active,1,61,No
Doberman,Large,Male,13,49,None,Very Active,Home cooked,Special,4,Yes,Yes,No,12,3,Low,2,52,Yes
Australian Shepherd,Medium,Male,2,51,Neutered,Moderate,Wet food,Royal Canin,1,No,No,No,12,3,Moderate,1,55,Yes
German Shepherd,Large,Male,1,47,None,Active,Hard food,Hill's Science,4,No,No,No,10,2,Very Active,1,61.4,Yes
Australian Shepherd,Medium,Male,10,56,None,None,Hard food,Wellness,3,No,No,No,12,0,Very Active,1,70,No
Chihuahua,Small,Female,3,41,Neutered,Low,Wet food,Purina,2,No,No,No,12,0,Low,1,64,Yes
Boxer,Medium,Male,12,34,None,None,Hard food,Royal Canin,5,Yes,Yes,No,9,2,Very Active,2,36,No
Beagle,Small,Male,3,57,Spayed,Low,Wet food,Purina,2,Yes,No,No,12,1,None,1,73,Yes
Great Dane,Large,Female,9,36,Neutered,Active,Home cooked,Special,1,No,Yes,No,11,1,Very Active,0,72,Yes
Boxer,Medium,Male,12,51,Neutered,Low,Wet food,Wellness,3,Yes,No,Yes,8,0,Moderate,2,76,No
Siberian Husky,Medium,Female,3,51,Neutered,Active,Special diet,Iams,5,No,No,No,10,1,None,1,74,Yes
Dachshund,Small,Female,9,65,None,None,Hard food,Hill's Science,4,No,Yes,No,10,2,Low,2,67,No
Australian Shepherd,Medium,Female,10,54,None,Very Active,Wet food,Royal Canin,4,Yes,Yes,No,10,1,None,3,64,No
Beagle,Small,Female,13,34,Spayed,Low,Hard food,Nutro,4,Yes,No,No,14,2,None,3,65,Yes
Australian Shepherd,Medium,Female,5,47,Spayed,Very Active,Wet food,Iams,2,Yes,Yes,No,13,2,Moderate,3,58,Yes
Bulldog,Medium,Male,10,80,Neutered,Moderate,Home cooked,Special,4,No,No,No,12,2,Low,3,73,Yes
Doberman,Large,Female,7,85,None,Moderate,Wet food,Blue Buffalo,4,No,No,No,12,2,Very Active,2,63,No
Chihuahua,Small,Male,7,68,Spayed,Very Active,Home cooked,Special,4,Yes,Yes,No,12,2,Very Active,4,74,Yes
Beagle,Small,Male,6,17,Neutered,Very Active,Wet food,Purina,1,Yes,Yes,No,10,0,Active,1,90,No
German Shepherd,Large,Male,9,61,None,None,Special diet,Royal Canin,2,No,No,No,11,1,Low,0,95,No
Golden Retriever,Large,Female,6,38,Spayed,None,Hard food,Blue Buffalo,1,Yes,No,No,10,2,Active,1,56,Yes
Dachshund,Small,Male,8,43,Neutered,Active,Hard food,Iams,2,Yes,No,No,11,1,Active,0,58,Yes
Boxer,Medium,Male,7,47,Spayed,None,Hard food,Blue Buffalo,4,Yes,No,No,10,2,Very Active,2,88,Yes
Yorkshire Terrier,Small,Female,12,34,Spayed,Very Active,Home cooked,Special,5,No,No,No,13,2,Low,1,75,Yes
Golden Retriever,Large,Male,10,72,Neutered,Moderate,Hard food,Wellness,3,Yes,Yes,No,11,1,Moderate,2,82,No
Australian Shepherd,Medium,Male,2,67,None,None,Home cooked,Special,5,Yes,Yes,No,12,1,Very Active,0,90,No
Rottweiler,Large,Female,11,59,Spayed,Moderate,Hard food,Wellness,4,Yes,Yes,No,11,2,Very Active,2,87,No
Golden Retriever,Large,Female,2,54,Spayed,Low,Home cooked,Special,4,Yes,No,No,11,2,Active,1,74,Yes
Dachshund,Small,Female,1,63,None,Active,Special diet,Wellness,2,Yes,No,No,13,1,Very Active,0,61,Yes
Siberian Husky,Medium,Male,4,45,Neutered,None,Special diet,Pedigree,3,Yes,Yes,No,12,3,Active,3,61,Yes
Poodle,Small,Female,7.6,51,Spayed,Moderate,Hard food,Pedigree,2,Yes,Yes,No,11,1,Moderate,1,70,Yes
Chihuahua,Small,Female,2,49,Spayed,None,Wet food,Pedigree,0,Yes,Yes,No,12,3,Active,2,41,Yes
Chihuahua,Small,Male,9,43,None,None,Special diet,Nutro,2,No,Yes,No,12,1,None,1,60,No
Poodle,Small,Male,11,48,Spayed,Very Active,Wet food,Blue Buffalo,2,No,No,No,9,2,Very Active,3,30,Yes
Chihuahua,Small,Male,10,39,Neutered,Active,Wet food,Wellness,1,No,No,No,12,1,Active,2,69,Yes
Boxer,Medium,Female,3,71,Spayed,Active,Special diet,Pedigree,5,No,Yes,No,13,3,Low,0,85,Yes
Yorkshire Terrier,Small,Female,4,40,Spayed,Active,Home cooked,Special,4,Yes,No,No,14,3,None,0,50,Yes
Australian Shepherd,Medium,Male,7.6,71,Neutered,None,Home cooked,Special,2,Yes,Yes,No,11,3,Active,1,85,Yes
Dachshund,Small,Female,13,52,None,Moderate,Home cooked,Special,2,Yes,No,No,11,1,Low,1,64,Yes
Golden Retriever,Large,Male,7,38,None,Low,Home cooked,Special,3,Yes,Yes,No,13,1,None,2,84,Yes
Rottweiler,Large,Female,7,33,None,Active,Wet food,Pedigree,2,Yes,Yes,No,10,0,Very Active,2,49,Yes
Bulldog,Medium,Female,8,57,Spayed,None,Hard food,Blue Buffalo,2,No,Yes,No,12,3,Moderate,1,65,No
Yorkshire Terrier,Small,Female,1,74,None,Very Active,Home cooked,Special,2,Yes,Yes,No,11,1,None,3,97,Yes
Siberian Husky,Medium,Male,1,33,Spayed,None,Wet food,Iams,3,No,Yes,No,11,1,None,1,65,No
Chihuahua,Small,Female,4,83,None,None,Wet food,Purina,4,Yes,No,No,12,1,Moderate,0,54,No
Australian Shepherd,Medium,Female,3,62,None,Low,Wet food,Blue Buffalo,3,No,No,No,8,3,Low,1,100,Yes
Beagle,Small,Male,6,37,None,None,Special diet,Royal Canin,2,Yes,Yes,No,13,2,Moderate,2,32,Yes
Great Dane,Large,Male,1,51,Spayed,Active,Home cooked,Special,3,No,Yes,No,10,1,None,2,56,Yes
Siberian Husky,Medium,Female,11,62,Spayed,Moderate,Wet food,Blue Buffalo,3,No,Yes,No,13,2,Very Active,2,43,No
Yorkshire Terrier,Small,Female,2,57,Spayed,Moderate,Wet food,Purina,0,No,No,No,14,2,Active,2,93,Yes
Dachshund,Small,Female,12,62,Neutered,None,Hard food,Purina,4,No,No,No,13,3,Moderate,0,55,No
Yorkshire Terrier,Small,Male,4,70,Neutered,None,Special diet,Pedigree,3,Yes,No,No,12,1,Low,1,61,Yes
Dachshund,Small,Male,7,42,Spayed,Active,Special diet,Hill's Science,2,No,Yes,No,9,0,Low,1,70,Yes
Bulldog,Medium,Male,5,56,None,Very Active,Hard food,Pedigree,4,Yes,No,No,9,2,Very Active,0,62,Yes
Golden Retriever,Large,Female,6,59,Neutered,Very Active,Hard food,Blue Buffalo,3,Yes,No,No,9,3,None,0,72,Yes
Bulldog,Medium,Female,7,56,None,Active,Special diet,Wellness,2,No,Yes,No,12,2,Low,1,78,Yes
German Shepherd,Large,Female,7,68,None,None,Wet food,Royal Canin,2,Yes,Yes,No,9,2,Low,1,45,No
Siberian Husky,Medium,Male,4,65,Neutered,None,Hard food,Nutro,5,Yes,No,No,10,1,Active,1,53,Yes
Yorkshire Terrier,Small,Male,6,40,None,Low,Wet food,Iams,2,Yes,Yes,Yes,10,2,Very Active,1,68,No
Poodle,Small,Female,4,50.8,None,Active,Hard food,Wellness,4,No,Yes,No,13,1,Moderate,0,90,No
Labrador Retriever,Large,Female,1,34,Spayed,Active,Wet food,Nutro,4,No,No,No,11,1,Moderate,2,77,Yes
Siberian Husky,Medium,Female,11,20,None,Moderate,Hard food,Hill's Science,0,Yes,No,No,13,1,Very Active,2,81,No
Great Dane,Large,Male,12,63,None,Very Active,Hard food,Iams,0,No,No,No,10,3,None,0,82,No
Beagle,Small,Male,8,49,Spayed,None,Wet food,Royal Canin,3,Yes,Yes,No,13,1,Moderate,1,52,Yes
Poodle,Small,Male,2,47,None,Very Active,Wet food,Pedigree,2,No,Yes,No,12,1,Active,1,74,Yes
Great Dane,Large,Male,3,51,Spayed,Moderate,Hard food,Iams,4,No,Yes,No,10,3,Very Active,2,51,Yes
Doberman,Large,Female,8,16,Spayed,Low,Special diet,Iams,3,No,No,No,11,4,Active,2,57,Yes
Beagle,Small,Male,11,29,None,Low,Special diet,Wellness,2,No,No,No,13,3,Low,0,97,No
Poodle,Small,Female,8,38,None,Moderate,Home cooked,Special,0,Yes,No,No,12,2,Active,0,49,Yes
Boxer,Medium,Female,9,50,Neutered,Moderate,Hard food,Hill's Science,3,No,No,Yes,11,3,None,2,68,No
Rottweiler,Large,Female,13,46,Neutered,Active,Home cooked,Special,2,No,No,No,12,1,Moderate,2,77,Yes
Golden Retriever,Large,Female,6,65,None,Moderate,Hard food,Wellness,4,Yes,No,No,11,2,None,0,51,No
Poodle,Small,Male,2,41,None,Very Active,Hard food,Iams,1,No,No,No,13,1,Active,2,78,Yes
Rottweiler,Large,Male,9,10,None,None,Wet food,Purina,5,No,No,No,11,1,Very Active,2,40,No
Dachshund,Small,Female,3,30,Neutered,Active,Hard food,Purina,2,Yes,No,No,11,1,None,1,74,Yes
Australian Shepherd,Medium,Female,2,59.4,Neutered,Active,Special diet,Blue Buffalo,2,No,Yes,No,11,3,Very Active,2,47,Yes
Yorkshire Terrier,Small,Male,12,42,Neutered,Moderate,Wet food,Hill's Science,4,Yes,No,No,12,3,Active,1,99,No
Bulldog,Medium,Female,12,62,Neutered,Low,Home cooked,Special,0,No,Yes,No,9,2,Moderate,0,63,No
Chihuahua,Small,Female,13,39,Neutered,Moderate,Special diet,Pedigree,2,No,No,No,12,2,None,3,64,Yes
German Shepherd,Large,Male,10,57,Neutered,Moderate,Hard food,Iams,1,No,No,No,12,1,Low,2,78,Yes
Australian Shepherd,Medium,Male,5,49,Neutered,Low,Hard food,Nutro,0,No,No,No,9,0,Moderate,3,70,Yes
Doberman,Large,Female,13,61,Neutered,None,Hard food,Blue Buffalo,3,No,Yes,No,12,2,Active,2,68,No
Beagle,Small,Male,9.8,29,Spayed,None,Hard food,Blue Buffalo,2,Yes,No,No,10,3,Active,0,67,No
Great Dane,Large,Female,8,52,Neutered,Active,Home cooked,Special,1,No,No,No,9,1,Low,3,51,Yes
Rottweiler,Large,Male,4,48,Spayed,Low,Home cooked,Special,1,Yes,No,No,11,1,None,1,65.6,Yes
Australian Shepherd,Medium,Female,4,43,Spayed,Low,Wet food,Purina,5,No,No,No,12,1,Low,1,57,Yes
German Shepherd,Large,Male,12,55,Spayed,Very Active,Special diet,Nutro,3,Yes,No,No,11,3,Low,2,57,Yes
Beagle,Small,Female,10,55,None,Low,Wet food,Nutro,1,Yes,No,No,12,2,Active,1,31,No
Beagle,Small,Male,8,75,Neutered,None,Home cooked,Special,3,No,No,No,12,1,None,0,62,Yes
Rottweiler,Large,Female,9,30,None,Low,Home cooked,Special,3,No,Yes,No,11,1,Active,2,77,No
Chihuahua,Small,Male,8,42,Spayed,Low,Special diet,Wellness,4,Yes,No,No,10,1,Active,1,59,Yes
Beagle,Small,Female,4,54,Neutered,Very Active,Hard food,Iams,2,No,Yes,No,10,0,Moderate,1,76,Yes
Labrador Retriever,Large,Female,11,34,Spayed,Active,Hard food,Wellness,7,Yes,No,No,8,4,None,3,66,Yes
Poodle,Small,Male,7,62,Spayed,Very Active,Special diet,Purina,3,Yes,No,No,14,0,None,1,67,Yes
Boxer,Medium,Female,7,26,Spayed,None,Hard food,Iams,2,Yes,No,Yes,10,1,Very Active,2,59,Yes
Yorkshire Terrier,Small,Female,9,34,Spayed,Active,Special diet,Pedigree,4,Yes,No,No,11,1,Low,1,78,Yes
Rottweiler,Large,Male,9,48,None,Active,Special diet,Royal Canin,4,Yes,Yes,No,11,0,Very Active,1,47,Yes
Yorkshire Terrier,Small,Female,3,67,None,Moderate,Wet food,Blue Buffalo,3,No,Yes,No,11,1,Active,2,84,No
Doberman,Large,Female,6,57,Neutered,Active,Wet food,Royal Canin,3,Yes,No,No,12,2,Very Active,2,74,Yes
Siberian Husky,Medium,Female,8,63,Spayed,None,Wet food,Hill's Science,1,No,Yes,No,12,0,Very Active,1,62,Yes
Siberian Husky,Medium,Female,9,62,Spayed,Active,Home cooked,Special,4,No,Yes,No,9,1,Moderate,1,53,Yes
Labrador Retriever,Large,Female,13,42,Spayed,Low,Hard food,Wellness,2,Yes,Yes,No,11,1,Moderate,2,65,No
Australian Shepherd,Medium,Male,13,59,None,Low,Wet food,Nutro,1,No,Yes,No,11,0,Very Active,2,57,No
Bulldog,Medium,Female,6,53,None,Very Active,Special diet,Wellness,4,Yes,No,No,13,1,Very Active,3,58,Yes
Doberman,Large,Male,10,36,None,Low,Home cooked,Special,1,Yes,No,No,13,3,None,1,58,Yes
Poodle,Small,Female,2,22,Spayed,Active,Hard food,Hill's Science,2,Yes,No,No,12,2,Very Active,0,92,Yes
Labrador Retriever,Large,Male,8,34,Spayed,None,Special diet,Pedigree,2,No,Yes,No,12,3,Active,2,55,Yes
Yorkshire Terrier,Small,Male,5,23,None,Active,Home cooked,Special,2,Yes,Yes,No,12,0,Moderate,2,76,Yes
Labrador Retriever,Large,Female,8,31,Spayed,Low,Home cooked,Special,1,No,Yes,No,9,3,Very Active,2,64,Yes
Australian Shepherd,Medium,Male,1,46,Spayed,Low,Wet food,Nutro,4,Yes,Yes,No,12,2,Moderate,2,51,No
Rottweiler,Large,Female,6,41,Spayed,Low,Wet food,Blue Buffalo,2,No,No,No,11,1,Low,0,70,Yes
Labrador Retriever,Large,Female,13,49,None,None,Hard food,Nutro,2,No,Yes,No,11,3,Active,3,52,No
Bulldog,Medium,Male,7,82,Neutered,Moderate,Wet food,Wellness,2,Yes,No,No,11,1,Active,1,68,Yes
Labrador Retriever,Large,Male,6,43,Spayed,Very Active,Hard food,Purina,3,Yes,No,Yes,10,2,Low,3,57,Yes
Great Dane,Large,Male,11,18,None,Very Active,Wet food,Blue Buffalo,2,No,No,No,12,2,Very Active,4,78,No
Yorkshire Terrier,Small,Female,2,46,Neutered,Active,Wet food,Blue Buffalo,1,Yes,No,No,9,0,Moderate,4,72,Yes
Rottweiler,Large,Female,13,61,Neutered,Very Active,Hard food,Hill's Science,3,Yes,No,No,9,4,Very Active,1,71,Yes
Australian Shepherd,Medium,Male,6,39,Spayed,Active,Wet food,Pedigree,1,Yes,Yes,No,10,2,Active,1,61,Yes
Rottweiler,Large,Female,7,40,Spayed,Low,Hard food,Royal Canin,3,No,No,No,10,1,Active,4,55,Yes
Golden Retriever,Large,Female,4,57,Spayed,Moderate,Home cooked,Special,4,No,No,No,11,2,None,2,75,Yes
Rottweiler,Large,Male,8,27,Neutered,Active,Hard food,Wellness,5,No,Yes,No,12,2,Moderate,1,75,Yes
Great Dane,Large,Male,8.4,26,Spayed,Very Active,Special diet,Royal Canin,2,Yes,Yes,No,10,1,Active,2,72,Yes
Beagle,Small,Male,12,53,Neutered,Low,Home cooked,Special,1,No,Yes,No,12,2,Low,0,59,No
Siberian Husky,Medium,Male,10,40,Spayed,Moderate,Special diet,Wellness,1,Yes,No,No,12,1,Moderate,3,66,Yes
Labrador Retriever,Large,Male,12,51,None,None,Special diet,Pedigree,3,Yes,No,No,12,1,Very Active,0,100,No
Labrador Retriever,Large,Female,4,75,Neutered,Moderate,Home cooked,Special,4,No,No,No,11,3,Active,2,39,Yes
Bulldog,Medium,Male,3,34,Spayed,None,Special diet,Purina,4,Yes,No,No,12,3,Moderate,0,68,Yes
Dachshund,Small,Female,12,75,Neutered,Active,Hard food,Royal Canin,4,No,Yes,No,13,2,Active,0,66,No
Doberman,Large,Female,7.2,44,Spayed,Low,Wet food,Royal Canin,4,Yes,No,No,10,1,None,1,62,Yes
Beagle,Small,Male,10,42,None,Very Active,Special diet,Blue Buffalo,4,No,No,No,11,2,Active,0,77,Yes
Siberian Husky,Medium,Male,11,18,Neutered,Very Active,Special diet,Pedigree,1,Yes,No,No,10,2,Very Active,2,73,Yes
Bulldog,Medium,Male,2,51,Neutered,Very Active,Hard food,Hill's Science,5,Yes,Yes,No,9,1,Moderate,1,72,Yes
Boxer,Medium,Male,6,44,Spayed,Moderate,Home cooked,Special,3,Yes,No,No,12,0,Moderate,1,68,Yes
Yorkshire Terrier,Small,Male,7,66,None,Very Active,Hard food,Royal Canin,1,Yes,Yes,No,12,0,None,1,47,Yes
Rottweiler,Large,Male,8,34,Spayed,Very Active,Wet food,Blue Buffalo,0,No,No,No,13,2,Moderate,1,50,Yes
Labrador Retriever,Large,Male,12,54,None,None,Home cooked,Special,1,Yes,No,No,14,2,Active,0,76,No
Australian Shepherd,Medium,Female,1,48,None,Moderate,Wet food,Royal Canin,5,No,No,No,12,3,Moderate,2,56,No
Rottweiler,Large,Male,2,50,Spayed,Moderate,Special diet,Hill's Science,3,Yes,No,No,10,1,Low,1,59,Yes
Labrador Retriever,Large,Male,10,34,Neutered,Moderate,Home cooked,Special,0,No,Yes,No,12,1,Very Active,3,46,Yes
Poodle,Small,Male,13,25,None,Low,Wet food,Iams,6,No,No,No,11,1,Active,0,86,No
Chihuahua,Small,Female,5,58,Spayed,Very Active,Special diet,Wellness,4,Yes,No,No,9,2,Very Active,2,89,Yes
Siberian Husky,Medium,Female,11,35,None,Very Active,Special diet,Blue Buffalo,2,Yes,No,No,9,2,Moderate,2,46,Yes
Great Dane,Large,Female,12,49,Spayed,Very Active,Special diet,Royal Canin,5,No,Yes,No,9,3,Moderate,1,68,Yes
Chihuahua,Small,Male,12,19,None,Active,Hard food,Purina,2,Yes,Yes,No,12,1,Moderate,0,56,No
Beagle,Small,Female,10,52,Spayed,Low,Home cooked,Special,4,Yes,Yes,No,14,1,Active,0,51,No
Rottweiler,Large,Male,3,28,None,Active,Wet food,Blue Buffalo,3,No,No,No,14,0,None,2,99,Yes
Yorkshire Terrier,Small,Female,7,52,None,Very Active,Hard food,Royal Canin,1,Yes,No,No,13,2,Very Active,3,61,Yes
Boxer,Medium,Male,7,52,Spayed,Very Active,Home cooked,Special,3,Yes,No,No,8,2,Active,1,42,Yes
Australian Shepherd,Medium,Female,3,68,None,Active,Wet food,Wellness,1,No,No,No,13,2,None,1,68,Yes
Boxer,Medium,Male,10,57,Neutered,Low,Wet food,Blue Buffalo,2,Yes,No,No,10,1,Active,0,78,No
Siberian Husky,Medium,Female,9,48,None,Very Active,Hard food,Pedigree,0,Yes,No,No,13,2,Moderate,1,67,Yes
Great Dane,Large,Male,11,55,None,Very Active,Special diet,Hill's Science,2,Yes,No,No,13,1,Very Active,0,81,Yes
Australian Shepherd,Medium,Male,2,62,Neutered,Moderate,Special diet,Pedigree,5,Yes,Yes,No,10,1,Active,0,74,Yes
Beagle,Small,Female,4,31,None,Active,Wet food,Wellness,2,No,Yes,No,12,2,Low,3,64,Yes
German Shepherd,Large,Female,6,31,Neutered,Moderate,Home cooked,Special,4,No,Yes,No,9,2,Moderate,2,42,Yes
Dachshund,Small,Male,2,38,Neutered,Active,Home cooked,Special,2,Yes,No,No,13,2,Very Active,0,67,Yes
Bulldog,Medium,Female,13,59,None,Very Active,Special diet,Iams,5,No,No,No,9,2,Active,2,64,Yes
German Shepherd,Large,Female,10,58,None,Active,Special diet,Nutro,3,No,Yes,No,10,0,Moderate,0,62,No
Doberman,Large,Female,4,37,Spayed,Low,Hard food,Wellness,3,No,Yes,No,10,1,None,1,82,Yes
Boxer,Medium,Female,6,35,None,Very Active,Hard food,Iams,0,Yes,Yes,No,12,2,Active,0,55,No
Yorkshire Terrier,Small,Female,7,35,Spayed,Very Active,Hard food,Royal Canin,2,No,No,No,11,0,Very Active,2,78,Yes
Boxer,Medium,Male,5,79,Spayed,None,Special diet,Wellness,3,No,No,No,10,2,Very Active,0,77,Yes
Labrador Retriever,Large,Male,1,34,None,Very Active,Hard food,Hill's Science,4,Yes,Yes,No,10,1,None,0,75,No
Great Dane,Large,Female,13,56,Neutered,Moderate,Hard food,Blue Buffalo,2,No,Yes,No,9,2,Moderate,0,50,No
Boxer,Medium,Female,10,31,Spayed,Moderate,Wet food,Purina,4,Yes,No,No,10,0,Low,0,72,No
Rottweiler,Large,Male,8,59,None,Low,Home cooked,Special,3,No,No,No,11,2,None,4,63,Yes
Yorkshire Terrier,Small,Male,2,42,Spayed,None,Special diet,Hill's Science,3,Yes,Yes,No,11,3,Moderate,2,65,Yes
German Shepherd,Large,Male,8,47,Neutered,None,Special diet,Pedigree,2,Yes,Yes,No,14,3,Low,3,58,Yes
Chihuahua,Small,Male,6,53,Neutered,None,Hard food,Nutro,3,No,Yes,No,11,2,Active,1,58,Yes
Dachshund,Small,Male,10,77,None,Moderate,Wet food,Hill's Science,4,Yes,No,No,11,0,Moderate,1,48,No
Great Dane,Large,Female,2,63,None,Very Active,Home cooked,Special,3,No,Yes,No,12,2,Active,1,42,Yes
Doberman,Large,Male,11,66,Spayed,Moderate,Hard food,Royal Canin,1,Yes,No,No,10,2,Very Active,0,66,No
Boxer,Medium,Male,7,27,None,None,Home cooked,Special,3,Yes,Yes,No,12,1,Very Active,1,57,Yes
Dachshund,Small,Male,4,52,None,Active,Home cooked,Special,5,Yes,Yes,Yes,13,4,None,0,42,No
Siberian Husky,Medium,Female,12,52,Spayed,Active,Wet food,Hill's Science,3,Yes,Yes,No,10,3,None,1,68,Yes
Dachshund,Small,Female,12,42,Spayed,Low,Hard food,Wellness,3,Yes,Yes,No,13,2,Low,3,49,No
Australian Shepherd,Medium,Male,12,65,Neutered,None,Special diet,Iams,4,No,No,No,13,0,Low,0,38,Yes
Great Dane,Large,Female,2.4,35,None,None,Special diet,Pedigree,2,Yes,No,No,10,2,Low,2,81,Yes
Bulldog,Medium,Female,3,60,None,Very Active,Home cooked,Special,3,Yes,Yes,No,13,2,None,2,73,Yes
Great Dane,Large,Female,3,47,Spayed,Moderate,Hard food,Blue Buffalo,2,Yes,No,No,13,1,Low,3,80,Yes
Labrador Retriever,Large,Female,6,57,None,Moderate,Hard food,Blue Buffalo,4,No,No,No,10,2,Moderate,0,58,No
Beagle,Small,Male,2,37,None,Moderate,Hard food,Purina,2,No,No,No,11,2,Low,3,62,Yes
Dachshund,Small,Male,13,88,None,Moderate,Home cooked,Special,1,No,No,No,10,1,Low,0,74,No
Poodle,Small,Female,12,83,Spayed,Active,Wet food,Hill's Science,3,Yes,Yes,No,10,1,None,2,67,No
Rottweiler,Large,Female,8,51,Spayed,Active,Home cooked,Special,0,No,Yes,Yes,9,1,Moderate,1,77,Yes
Australian Shepherd,Medium,Male,6,53,None,Active,Home cooked,Special,3,Yes,Yes,No,10,2,Active,1,83,Yes
Chihuahua,Small,Female,12,40,Neutered,Active,Special diet,Wellness,4,Yes,Yes,No,11,1,Very Active,1,43,Yes
Golden Retriever,Large,Female,11,52,Spayed,Active,Wet food,Iams,3,Yes,Yes,No,10,1,None,3,41,Yes
Dachshund,Small,Male,6,54,Spayed,Very Active,Wet food,Royal Canin,2,No,Yes,No,11,4,Low,2,78,Yes
Rottweiler,Large,Female,6,62,Spayed,Active,Hard food,Pedigree,2,No,Yes,No,13,3,Low,2,58,Yes
Yorkshire Terrier,Small,Female,6,40,Spayed,Active,Hard food,Pedigree,1,Yes,Yes,No,12,3,Moderate,4,47,Yes
Australian Shepherd,Medium,Male,6,35,None,None,Wet food,Hill's Science,0,No,Yes,No,10,2,Moderate,2,64,No
Golden Retriever,Large,Male,11,28,None,Very Active,Special diet,Blue Buffalo,3,No,Yes,No,10,1,Very Active,2,70,Yes
Boxer,Medium,Male,7,59,Spayed,None,Hard food,Wellness,2,Yes,No,No,10,2,Low,2,55,Yes
Doberman,Large,Male,11,44,None,None,Home cooked,Special,2,Yes,No,No,10,1,Very Active,1,50,Yes
Dachshund,Small,Male,10,31,Spayed,Very Active,Wet food,Royal Canin,1,No,Yes,No,10,3,None,2,60,Yes
Rottweiler,Large,Male,4,62,Neutered,Moderate,Home cooked,Special,1,Yes,No,No,9,1,Very Active,3,67,Yes
Beagle,Small,Male,2,43,Neutered,Active,Wet food,Royal Canin,3,Yes,No,No,12,2,Moderate,0,77,Yes
Yorkshire Terrier,Small,Male,1,66,Neutered,Very Active,Special diet,Iams,4,No,No,No,10,1,None,0,62,Yes
Chihuahua,Small,Female,1,52.2,Spayed,Active,Hard food,Blue Buffalo,4,Yes,Yes,No,12,0,Active,3,92,Yes
Labrador Retriever,Large,Female,2,32,Spayed,Moderate,Home cooked,Special,2,No,Yes,No,11,0,Very Active,1,73,Yes
Doberman,Large,Female,1,45,Spayed,Moderate,Special diet,Nutro,3,No,No,No,13,2,Very Active,0,63,Yes
Beagle,Small,Female,11,70,None,Moderate,Hard food,Wellness,1,Yes,Yes,No,13,1,Active,1,51,No
Doberman,Large,Male,3,37,None,Very Active,Home cooked,Special,3,No,Yes,No,11,3,Moderate,1,86,Yes
Golden Retriever,Large,Male,11,50,None,None,Special diet,Royal Canin,2,Yes,No,No,11,1,Low,1,54,Yes
Yorkshire Terrier,Small,Male,8,54,None,Low,Special diet,Iams,2,No,Yes,No,12,0,Low,3,60,Yes
Chihuahua,Small,Female,2,67,None,Moderate,Hard food,Nutro,3,No,Yes,No,11,1,None,1,69,No
Beagle,Small,Male,4,37,Spayed,Low,Hard food,Nutro,3,No,No,No,11,1,Moderate,2,52,Yes
Chihuahua,Small,Male,6,37,Spayed,Moderate,Special diet,Iams,3,No,Yes,No,11,3,Low,1,100,Yes
Rottweiler,Large,Male,13,32,None,None,Home cooked,Special,3,Yes,No,No,13,3,None,0,91,No
German Shepherd,Large,Female,10,37,Neutered,None,Hard food,Wellness,1,Yes,No,No,11,3,Moderate,2,63,Yes
Doberman,Large,Female,12,59,Spayed,Very Active,Hard food,Blue Buffalo,2,No,Yes,No,13,2,Active,2,33,Yes
Dachshund,Small,Male,7,62,Spayed,Moderate,Home cooked,Special,3,Yes,Yes,No,11,2,Active,0,60,Yes
Rottweiler,Large,Female,6,43,Neutered,Low,Hard food,Hill's Science,3,No,Yes,No,9,2,Low,0,78,No
Bulldog,Medium,Male,3,39,Spayed,Moderate,Hard food,Hill's Science,1,Yes,No,No,11,1,None,3,75,Yes
Boxer,Medium,Female,13,59,Spayed,Moderate,Wet food,Royal Canin,3,Yes,No,No,11,1,Very Active,0,75,No
Bulldog,Medium,Male,13,56,Spayed,Low,Hard food,Nutro,3,No,Yes,No,9,3,Low,1,50,No
Beagle,Small,Male,4,66,Neutered,Low,Hard food,Iams,3,Yes,No,No,14,1,None,1,52,Yes
Golden Retriever,Large,Female,6,32,Neutered,Active,Special diet,Wellness,1,No,No,No,12,3,Active,3,73,Yes
Poodle,Small,Male,6,81,Spayed,Low,Special diet,Wellness,2,Yes,No,No,14,1,None,4,71,Yes
Bulldog,Medium,Female,5,41,None,Moderate,Home cooked,Special,5,No,Yes,No,11,2,None,3,67,Yes
German Shepherd,Large,Male,6,51,Spayed,None,Home cooked,Special,5,Yes,Yes,No,14,1,Active,1,72,Yes
Dachshund,Small,Male,11,52,Neutered,Active,Hard food,Blue Buffalo,3,No,No,No,12,4,Active,3,63,Yes
Rottweiler,Large,Female,12,46,Neutered,Very Active,Home cooked,Special,2,Yes,Yes,No,12,1,Moderate,1,62,Yes
German Shepherd,Large,Male,3,65,Spayed,None,Special diet,Blue Buffalo,3,No,Yes,No,11,2,Moderate,2,83,Yes
Doberman,Large,Male,1,64,Neutered,Moderate,Hard food,Hill's Science,2,Yes,No,No,12,2,Very Active,3,73,Yes
Siberian Husky,Medium,Male,6,51,Spayed,Low,Special diet,Hill's Science,0,No,No,No,10,3,Active,1,64,Yes
